[10.1517834, 76.392958, 'transport', 'KOCHI', 'airport']
[9.676544200000002, 76.5453912, 'transport', 'KOCHI', 'train_station']
[9.9019424, 76.69622989999999, 'transport', 'KOCHI', 'train_station']
[9.782278, 76.58656359999999, 'transport', 'KOCHI', 'train_station']
[10.1410552, 76.376808, 'transport', 'KOCHI', 'train_station']
[10.1329334, 76.3721949, 'transport', 'KOCHI', 'train_station']
[9.829343699999999, 76.4552844, 'transport', 'KOCHI', 'train_station']
[10.1080303, 76.3563121, 'transport', 'KOCHI', 'train_station']
[10.0921661, 76.353225, 'transport', 'KOCHI', 'train_station']
[10.1838111, 76.3776558, 'transport', 'KOCHI', 'train_station']
[9.897863099999999, 76.3907227, 'transport', 'KOCHI', 'train_station']
[9.9265276, 76.3746598, 'transport', 'KOCHI', 'train_station']
[9.862102000000002, 76.410733, 'transport', 'KOCHI', 'train_station']
[9.949812500000002, 76.3525183, 'transport', 'KOCHI', 'train_station']
[10.062361, 76.327298, 'transport', 'KOCHI', 'train_station']
[10.226031, 76.37346699999999, 'transport', 'KOCHI', 'train_station']
[9.777704, 76.47436019999999, 'transport', 'KOCHI', 'train_station']
[10.1893416, 76.32380859999999, 'transport', 'KOCHI', 'train_station']
[9.982307999999998, 76.308422, 'transport', 'KOCHI', 'travel_agency']
[9.963566499999999, 76.2872908, 'transport', 'KOCHI', 'travel_agency']
[10.0059567, 76.3053212, 'transport', 'KOCHI', 'travel_agency']
[10.1145604, 76.4781385, 'transport', 'KOCHI', 'travel_agency']
[10.1630096, 76.39847329999999, 'transport', 'KOCHI', 'travel_agency']
[9.970171, 76.295199, 'transport', 'KOCHI', 'travel_agency']
[10.050226, 76.293354, 'transport', 'KOCHI', 'travel_agency']
[10.075906, 76.336559, 'transport', 'KOCHI', 'travel_agency']
[10.021357, 76.3040179, 'transport', 'KOCHI', 'travel_agency']
[9.963417999999999, 76.243073, 'transport', 'KOCHI', 'travel_agency']
[9.7462615, 76.3955603, 'transport', 'KOCHI', 'travel_agency']
[10.0317483, 76.30872819999999, 'transport', 'KOCHI', 'travel_agency']
[9.939658999999999, 76.326099, 'transport', 'KOCHI', 'travel_agency']
[9.9400759, 76.2959719, 'transport', 'KOCHI', 'travel_agency']
[10.008716, 76.311874, 'transport', 'KOCHI', 'travel_agency']
[10.191692, 76.386389, 'transport', 'KOCHI', 'travel_agency']
[9.968786999999999, 76.30472600000002, 'transport', 'KOCHI', 'travel_agency']
[10.007618, 76.35676099999999, 'transport', 'KOCHI', 'travel_agency']
[9.9399674, 76.33072469999999, 'transport', 'KOCHI', 'travel_agency']
[10.08535, 77.061409, 'transport', 'KOCHI', 'travel_agency']
[9.782398, 76.964306, 'alts', 'KOCHI', 'zoo']
[10.1937813, 76.527079, 'alts', 'KOCHI', 'zoo']
[9.9606891, 76.3422202, 'alts', 'KOCHI', 'zoo']
[10.1542667, 76.3117213, 'alts', 'KOCHI', 'zoo']
[10.1424607, 77.03590109999999, 'alts', 'KOCHI', 'zoo']
[10.4310428, 76.4910093, 'alts', 'KOCHI', 'zoo']
[10.444963, 76.81281, 'alts', 'KOCHI', 'zoo']
[9.9901058, 76.31594900000002, 'stay', 'KOCHI', 'lodging']
[10.049072, 77.078968, 'stay', 'KOCHI', 'lodging']
[9.933721, 76.316442, 'stay', 'KOCHI', 'lodging']
[9.9666071, 76.2417526, 'stay', 'KOCHI', 'lodging']
[10.021617, 76.30743, 'stay', 'KOCHI', 'lodging']
[9.9671031, 76.30735250000001, 'stay', 'KOCHI', 'lodging']
[9.888713300000001, 76.31643609999999, 'stay', 'KOCHI', 'lodging']
[10.1517834, 76.39295810000002, 'stay', 'KOCHI', 'lodging']
[10.160719, 76.39070699999999, 'stay', 'KOCHI', 'lodging']
[9.963596, 76.245398, 'stay', 'KOCHI', 'lodging']
[9.9700328, 76.2840338, 'stay', 'KOCHI', 'lodging']
[9.9705987, 76.2852877, 'stay', 'KOCHI', 'lodging']
[9.9592898, 76.2691629, 'stay', 'KOCHI', 'lodging']
[9.9904698, 76.2851182, 'stay', 'KOCHI', 'lodging']
[9.9764788, 76.2771904, 'stay', 'KOCHI', 'lodging']
[9.966909600000001, 76.2872517, 'stay', 'KOCHI', 'lodging']
[9.963028, 76.23746799999999, 'stay', 'KOCHI', 'lodging']
[10.1597902, 76.3834897, 'stay', 'KOCHI', 'lodging']
[10.1658218, 76.3962865, 'stay', 'KOCHI', 'lodging']
[10.160984, 76.389055, 'stay', 'KOCHI', 'lodging']
[10.012265, 76.341624, 'food', 'KOCHI', 'meal_delivery']
[10.112599, 76.35659, 'food', 'KOCHI', 'meal_delivery']
[9.9951888, 76.3186272, 'food', 'KOCHI', 'meal_delivery']
[10.1174137, 76.30993409999999, 'food', 'KOCHI', 'meal_delivery']
[10.0027341, 76.3060084, 'food', 'KOCHI', 'meal_delivery']
[9.967107100000002, 76.28269929999999, 'food', 'KOCHI', 'meal_delivery']
[10.012584, 76.32638299999999, 'food', 'KOCHI', 'meal_delivery']
[10.0337015, 76.3169065, 'food', 'KOCHI', 'meal_delivery']
[10.0373127, 76.3149296, 'food', 'KOCHI', 'meal_delivery']
[9.980819, 76.32176199999999, 'food', 'KOCHI', 'meal_delivery']
[10.033205, 76.313347, 'food', 'KOCHI', 'meal_delivery']
[9.978260899999999, 76.317558, 'food', 'KOCHI', 'meal_delivery']
[10.001827, 76.304751, 'food', 'KOCHI', 'meal_delivery']
[10.0019245, 76.3013443, 'food', 'KOCHI', 'meal_delivery']
[9.972454899999997, 76.3042676, 'food', 'KOCHI', 'meal_delivery']
[9.960876199999998, 76.28885190000001, 'food', 'KOCHI', 'meal_delivery']
[9.958462999999998, 76.288966, 'food', 'KOCHI', 'meal_delivery']
[10.012265, 76.341624, 'food', 'KOCHI', 'meal_takeaway']
[9.979516700000001, 76.47135949999999, 'food', 'KOCHI', 'meal_takeaway']
[10.112599, 76.35659, 'food', 'KOCHI', 'meal_takeaway']
[10.113961, 76.3465758, 'food', 'KOCHI', 'meal_takeaway']
[9.923565199999999, 76.3568094, 'food', 'KOCHI', 'meal_takeaway']
[10.0133108, 76.3309562, 'food', 'KOCHI', 'meal_takeaway']
[9.958534599999998, 76.3416633, 'food', 'KOCHI', 'meal_takeaway']
[9.998993400000002, 76.3143647, 'food', 'KOCHI', 'meal_takeaway']
[10.0258971, 76.30678309999999, 'food', 'KOCHI', 'meal_takeaway']
[10.0027341, 76.3060084, 'food', 'KOCHI', 'meal_takeaway']
[10.0003572, 76.302402, 'food', 'KOCHI', 'meal_takeaway']
[9.936488599999999, 76.3170483, 'food', 'KOCHI', 'meal_takeaway']
[9.9903547, 76.28590310000001, 'food', 'KOCHI', 'meal_takeaway']
[9.9848774, 76.2835391, 'food', 'KOCHI', 'meal_takeaway']
[9.9492739, 76.2919495, 'food', 'KOCHI', 'meal_takeaway']
[9.973702099999999, 76.28070939999999, 'food', 'KOCHI', 'meal_takeaway']
[9.9316617, 76.2662821, 'food', 'KOCHI', 'meal_takeaway']
[9.9358912, 76.2611608, 'food', 'KOCHI', 'meal_takeaway']
[9.9792092, 76.58154189999999, 'food', 'KOCHI', 'meal_takeaway']
[9.9810987, 76.4083819, 'food', 'KOCHI', 'meal_takeaway']
